,beach_name,water_temperature,turbidity,wave_height,wave_period,battery_life,time_of_day,month,day,year
12667,Montrose Beach,20.7,0.0,0.128,3.0,11.2,11:00:00,07,19,2016
12668,Ohio Street Beach,20.9,1.23,0.1,2.0,11.0,11:00:00,07,19,2016
12669,Calumet Beach,23.2,0.85,0.10800000000000001,5.0,11.0,12:00:00,07,19,2016
12670,Montrose Beach,21.1,0.0,0.157,3.0,11.2,12:00:00,07,19,2016
12671,Ohio Street Beach,22.6,1.32,0.114,3.0,11.0,12:00:00,07,19,2016
12672,Calumet Beach,23.6,0.75,0.166,2.0,11.0,01:00:00,07,19,2016
12673,Montrose Beach,21.5,0.0,0.18899999999999997,2.0,11.2,01:00:00,07,19,2016
12674,Ohio Street Beach,22.6,1.57,0.129,3.0,11.0,01:00:00,07,19,2016
12675,Calumet Beach,24.1,0.72,0.17,6.0,11.0,02:00:00,07,19,2016
12676,Montrose Beach,23.3,0.0,0.175,3.0,11.2,02:00:00,07,19,2016
12677,Ohio Street Beach,23.8,1.38,0.14400000000000002,3.0,11.0,02:00:00,07,19,2016
12678,Calumet Beach,24.4,0.8,0.182,2.0,11.0,03:00:00,07,19,2016
12679,Montrose Beach,24.0,0.0,0.17800000000000002,3.0,11.2,03:00:00,07,19,2016
12680,Ohio Street Beach,24.2,1.32,0.156,3.0,11.0,03:00:00,07,19,2016
12681,Calumet Beach,24.5,0.77,0.247,3.0,11.0,04:00:00,07,19,2016
12682,Rainbow Beach,15.8,4.45,0.337,5.0,12.5,09:00:00,06,12,2015
12683,Calumet Beach,16.2,1.38,0.18100000000000002,3.0,10.7,11:00:00,06,12,2015
12684,Montrose Beach,14.8,4.09,0.33799999999999997,5.0,10.6,11:00:00,06,12,2015
12685,Osterman Beach,14.8,5.42,0.302,5.0,10.5,11:00:00,06,12,2015
12686,Ohio Street Beach,15.6,4.29,0.228,5.0,12.3,11:00:00,06,12,2015
12687,Rainbow Beach,15.7,3.09,0.349,3.0,12.4,10:00:00,06,12,2015
12688,63rd Street Beach,15.3,2.46,0.28600000000000003,5.0,10.5,10:00:00,06,12,2015
12689,Calumet Beach,16.2,1.37,0.179,4.0,10.7,12:00:00,06,13,2015
12690,63rd Street Beach,15.2,2.17,0.257,5.0,10.5,12:00:00,06,13,2015
12691,Montrose Beach,15.0,5.11,0.32299999999999995,3.0,10.6,12:00:00,06,13,2015
12692,Osterman Beach,14.8,5.8,0.29,4.0,10.5,12:00:00,06,13,2015
12693,Ohio Street Beach,15.5,4.42,0.209,3.0,12.2,12:00:00,06,13,2015
12694,Rainbow Beach,15.6,2.91,0.317,5.0,12.4,11:00:00,06,12,2015
12695,Calumet Beach,16.1,1.36,0.162,4.0,10.7,01:00:00,06,13,2015
12696,63rd Street Beach,15.1,2.07,0.24600000000000002,5.0,10.5,01:00:00,06,13,2015
12697,Montrose Beach,14.9,4.54,0.284,3.0,10.6,01:00:00,06,13,2015
12698,Osterman Beach,14.8,5.19,0.275,4.0,10.5,01:00:00,06,13,2015
12699,Ohio Street Beach,15.5,4.39,0.195,4.0,12.2,01:00:00,06,13,2015
12700,Rainbow Beach,15.6,2.75,0.297,5.0,12.4,12:00:00,06,13,2015
12701,Calumet Beach,16.1,1.33,0.163,5.0,10.7,02:00:00,06,13,2015
12702,63rd Street Beach,15.1,2.17,0.231,5.0,10.5,02:00:00,06,13,2015
12703,Montrose Beach,14.8,5.4,0.284,5.0,10.5,02:00:00,06,13,2015
12704,Osterman Beach,14.7,5.59,0.244,4.0,10.5,02:00:00,06,13,2015
12705,Ohio Street Beach,15.5,4.24,0.204,4.0,12.2,02:00:00,06,13,2015
12706,Rainbow Beach,15.6,2.71,0.27699999999999997,5.0,12.4,01:00:00,06,13,2015
12707,Calumet Beach,16.0,1.4,0.152,5.0,10.7,04:00:00,06,13,2015
12708,63rd Street Beach,15.0,2.11,0.23600000000000002,5.0,10.5,04:00:00,06,13,2015
12709,Montrose Beach,14.7,3.63,0.28300000000000003,4.0,10.5,04:00:00,06,13,2015
12710,Osterman Beach,14.7,5.56,0.249,4.0,10.5,04:00:00,06,13,2015
12711,Rainbow Beach,15.5,3.33,0.29,4.0,12.4,03:00:00,06,13,2015
12712,Calumet Beach,17.0,1.16,0.127,5.0,10.7,11:00:00,06,13,2015
12713,63rd Street Beach,16.2,3.86,0.16699999999999998,4.0,10.5,11:00:00,06,13,2015
12714,Montrose Beach,16.1,4.34,0.223,5.0,10.5,11:00:00,06,13,2015
12715,Osterman Beach,15.4,4.2,0.203,4.0,10.5,11:00:00,06,13,2015
12716,Ohio Street Beach,15.9,2.8,0.154,4.0,12.2,10:00:00,06,13,2015
12717,63rd Street Beach,15.1,2.14,0.24,5.0,10.5,03:00:00,06,13,2015
12718,Montrose Beach,14.7,3.74,0.293,4.0,10.5,03:00:00,06,13,2015
12719,Osterman Beach,14.7,5.87,0.265,4.0,10.5,03:00:00,06,13,2015
12720,Rainbow Beach,15.5,3.45,0.281,4.0,12.4,02:00:00,06,13,2015
12721,Ohio Street Beach,15.4,4.36,0.209,5.0,12.2,03:00:00,06,13,2015
12722,Calumet Beach,16.0,1.33,0.153,5.0,10.7,05:00:00,06,13,2015
12723,63rd Street Beach,15.0,1.91,0.21600000000000003,5.0,10.5,05:00:00,06,13,2015
12724,Montrose Beach,14.7,2.61,0.244,4.0,10.5,05:00:00,06,13,2015
12725,Osterman Beach,14.6,4.07,0.243,4.0,10.5,05:00:00,06,13,2015
12726,Ohio Street Beach,15.4,4.17,0.18600000000000003,4.0,12.2,05:00:00,06,13,2015
12727,Rainbow Beach,15.5,3.36,0.27,5.0,12.4,04:00:00,06,13,2015
12728,Calumet Beach,16.0,1.25,0.15,5.0,10.7,06:00:00,06,13,2015
12729,63rd Street Beach,15.0,1.85,0.2,4.0,10.5,06:00:00,06,13,2015
12730,Montrose Beach,14.8,3.47,0.242,4.0,10.5,06:00:00,06,13,2015
12731,Osterman Beach,14.6,4.33,0.228,4.0,10.5,06:00:00,06,13,2015
12732,Ohio Street Beach,15.4,3.11,0.17800000000000002,5.0,12.2,06:00:00,06,13,2015
12733,Rainbow Beach,15.4,2.79,0.261,4.0,12.4,05:00:00,06,13,2015
12734,Calumet Beach,16.0,1.3,0.14400000000000002,5.0,10.7,07:00:00,06,13,2015
12735,Montrose Beach,14.8,2.89,0.24,4.0,10.5,07:00:00,06,13,2015
12736,Osterman Beach,14.7,4.3,0.218,4.0,10.5,07:00:00,06,13,2015
12737,Ohio Street Beach,15.4,2.23,0.175,5.0,12.2,07:00:00,06,13,2015
12738,Rainbow Beach,15.4,2.68,0.25,5.0,12.4,06:00:00,06,13,2015
12739,Calumet Beach,16.1,1.21,0.13699999999999998,5.0,10.7,08:00:00,06,13,2015
12740,Montrose Beach,14.8,3.89,0.22899999999999998,3.0,10.5,08:00:00,06,13,2015
12741,Osterman Beach,14.7,3.92,0.205,4.0,10.5,08:00:00,06,13,2015
12742,Ohio Street Beach,15.5,2.4,0.155,4.0,12.2,08:00:00,06,13,2015
12743,Rainbow Beach,15.5,2.54,0.23,5.0,12.4,07:00:00,06,13,2015
12744,63rd Street Beach,15.0,1.8,0.19899999999999998,4.0,10.5,07:00:00,06,13,2015
12745,Calumet Beach,16.3,1.19,0.131,4.0,10.7,09:00:00,06,13,2015
12746,63rd Street Beach,15.3,1.92,0.17600000000000002,5.0,10.5,09:00:00,06,13,2015
12747,Montrose Beach,15.1,3.57,0.231,4.0,10.5,09:00:00,06,13,2015
12748,Osterman Beach,14.9,3.91,0.207,4.0,10.5,09:00:00,06,13,2015
12749,Ohio Street Beach,15.6,2.87,0.156,4.0,12.2,09:00:00,06,13,2015
12750,Calumet Beach,17.2,1.03,0.083,4.0,10.7,06:00:00,06,14,2015
12751,63rd Street Beach,17.0,1.94,0.08900000000000001,4.0,10.5,06:00:00,06,14,2015
12752,Rainbow Beach,15.5,1.94,0.223,4.0,12.4,08:00:00,06,13,2015
12753,Calumet Beach,16.8,1.16,0.127,4.0,10.7,10:00:00,06,13,2015
12754,63rd Street Beach,16.2,4.22,0.17,5.0,10.5,10:00:00,06,13,2015
12755,Montrose Beach,15.1,2.74,0.213,5.0,10.5,10:00:00,06,13,2015
12756,Osterman Beach,15.1,3.56,0.19399999999999998,4.0,10.5,10:00:00,06,13,2015
12757,Rainbow Beach,15.7,2.28,0.233,4.0,12.3,09:00:00,06,13,2015
12758,Montrose Beach,13.6,0.0,0.08900000000000001,3.0,12.0,01:00:00,05,29,2016
12759,Ohio Street Beach,15.0,1.16,0.151,3.0,11.9,01:00:00,05,29,2016
12760,Ohio Street Beach,15.7,1.14,0.20600000000000002,3.0,11.9,02:00:00,05,29,2016
12761,Montrose Beach,12.9,0.0,0.094,4.0,11.9,03:00:00,05,30,2016
12762,Ohio Street Beach,14.2,1.6,0.073,4.0,11.9,03:00:00,05,30,2016
12763,Montrose Beach,13.9,0.0,0.128,2.0,11.8,03:00:00,05,31,2016
12764,Ohio Street Beach,14.5,1.65,0.11,4.0,11.8,03:00:00,05,31,2016
12765,Montrose Beach,24.1,0.0,0.17800000000000002,3.0,11.2,04:00:00,07,19,2016
12766,Ohio Street Beach,24.3,1.34,0.147,2.0,11.0,04:00:00,07,19,2016
12767,Montrose Beach,22.9,0.0,0.114,6.0,12.7,07:00:00,08,04,2016
12768,Ohio Street Beach,24.2,1.57,0.076,7.0,11.5,07:00:00,08,04,2016
12769,Calumet Beach,23.6,0.97,0.083,5.0,12.7,05:00:00,08,12,2016
12770,Montrose Beach,20.0,0.0,0.092,9.0,11.6,05:00:00,08,12,2016
12771,Ohio Street Beach,25.1,1.52,0.071,3.0,10.9,05:00:00,08,12,2016
12772,Calumet Beach,23.7,0.97,0.11599999999999999,2.0,12.7,06:00:00,08,12,2016
12773,Montrose Beach,20.5,0.0,0.10400000000000001,7.0,11.6,06:00:00,08,12,2016
12774,Ohio Street Beach,25.1,1.53,0.07400000000000001,3.0,10.9,06:00:00,08,12,2016
12775,Calumet Beach,23.7,1.04,0.121,3.0,12.6,07:00:00,08,12,2016
12776,Montrose Beach,21.3,0.0,0.114,6.0,11.6,07:00:00,08,12,2016
12777,Ohio Street Beach,25.1,1.34,0.07200000000000001,7.0,10.9,07:00:00,08,12,2016
12778,Calumet Beach,23.7,0.83,0.115,7.0,12.6,08:00:00,08,12,2016
12779,Montrose Beach,21.7,0.0,0.121,5.0,11.6,08:00:00,08,12,2016
12780,Ohio Street Beach,25.1,1.38,0.081,3.0,10.9,08:00:00,08,12,2016
12781,Calumet Beach,23.7,0.98,0.10099999999999999,3.0,12.6,09:00:00,08,12,2016
12782,Rainbow Beach,16.0,4.05,0.20800000000000002,5.0,12.3,10:00:00,06,13,2015
12783,Calumet Beach,17.8,1.23,0.126,4.0,10.7,12:00:00,06,13,2015
12784,63rd Street Beach,16.1,2.17,0.16399999999999998,4.0,10.5,12:00:00,06,13,2015
12785,Montrose Beach,15.5,2.74,0.21100000000000002,4.0,10.5,12:00:00,06,13,2015
12786,Osterman Beach,16.1,3.8,0.207,4.0,10.5,12:00:00,06,13,2015
12787,Ohio Street Beach,15.8,2.71,0.14300000000000002,4.0,12.2,11:00:00,06,13,2015
12788,Rainbow Beach,16.1,3.45,0.21600000000000003,5.0,12.3,11:00:00,06,13,2015
12789,Calumet Beach,18.4,0.99,0.124,4.0,10.7,01:00:00,06,13,2015
12790,63rd Street Beach,17.8,7.06,0.17,4.0,10.5,01:00:00,06,13,2015
12791,Montrose Beach,15.8,2.52,0.19899999999999998,4.0,10.5,01:00:00,06,13,2015
12792,Osterman Beach,16.3,4.11,0.18899999999999997,4.0,10.5,01:00:00,06,13,2015
12793,Ohio Street Beach,16.0,2.59,0.168,4.0,12.2,12:00:00,06,13,2015
12794,Rainbow Beach,16.8,5.67,0.19399999999999998,5.0,12.3,12:00:00,06,13,2015
12795,Calumet Beach,19.7,1.27,0.129,5.0,10.7,02:00:00,06,13,2015
12796,63rd Street Beach,18.8,5.65,0.183,4.0,10.5,02:00:00,06,13,2015
12797,Montrose Beach,15.8,2.09,0.201,4.0,10.5,02:00:00,06,13,2015
12798,Osterman Beach,17.0,3.98,0.191,4.0,10.5,02:00:00,06,13,2015
12799,Ohio Street Beach,16.6,2.23,0.213,4.0,12.1,02:00:00,06,13,2015
12800,Rainbow Beach,17.1,6.1,0.201,5.0,12.3,01:00:00,06,13,2015
12801,Calumet Beach,19.0,1.29,0.141,4.0,10.7,03:00:00,06,13,2015
12802,Montrose Beach,16.2,1.79,0.19899999999999998,4.0,10.5,03:00:00,06,13,2015
12803,Osterman Beach,16.1,3.13,0.187,4.0,10.5,03:00:00,06,13,2015
12804,Rainbow Beach,17.1,5.2,0.193,4.0,12.3,02:00:00,06,13,2015
12805,Calumet Beach,19.1,1.55,0.12300000000000001,4.0,10.7,04:00:00,06,13,2015
12806,Montrose Beach,15.8,1.73,0.20600000000000002,4.0,10.5,04:00:00,06,13,2015
12807,Osterman Beach,16.0,3.57,0.192,4.0,10.5,04:00:00,06,13,2015
12808,Rainbow Beach,17.4,4.69,0.193,4.0,12.3,03:00:00,06,13,2015
12809,63rd Street Beach,17.9,3.25,0.172,4.0,10.5,03:00:00,06,13,2015
12810,Ohio Street Beach,16.2,2.4,0.19,3.0,12.1,03:00:00,06,13,2015
12811,Calumet Beach,18.6,1.31,0.124,4.0,10.7,05:00:00,06,13,2015
12812,63rd Street Beach,16.5,1.99,0.166,4.0,10.5,05:00:00,06,13,2015
12813,Montrose Beach,16.0,2.98,0.254,4.0,10.5,05:00:00,06,13,2015
12814,Osterman Beach,16.0,3.89,0.225,3.0,10.5,05:00:00,06,13,2015
12815,Calumet Beach,19.2,1.14,0.14300000000000002,4.0,10.6,06:00:00,06,13,2015
12816,Calumet Beach,17.2,1.17,0.114,2.0,10.7,03:00:00,06,14,2015
12817,Ohio Street Beach,16.5,2.04,0.163,4.0,12.1,04:00:00,06,13,2015
12818,Rainbow Beach,16.8,2.98,0.18899999999999997,4.0,12.3,04:00:00,06,13,2015
12819,Calumet Beach,16.3,1.15,0.06,9.0,10.7,08:00:00,06,15,2015
12820,63rd Street Beach,16.1,1.16,0.055999999999999994,4.0,10.5,08:00:00,06,15,2015
12821,Montrose Beach,15.6,0.52,0.068,4.0,10.5,08:00:00,06,15,2015
12822,Osterman Beach,16.0,0.73,0.068,4.0,10.4,08:00:00,06,15,2015
12823,Ohio Street Beach,17.4,1.37,0.081,4.0,11.9,07:00:00,06,15,2015
12824,Rainbow Beach,16.3,0.97,0.062,4.0,12.1,07:00:00,06,15,2015
12825,Montrose Beach,13.6,0.0,0.134,5.0,12.0,03:00:00,05,29,2016
12826,Ohio Street Beach,16.3,1.25,0.163,3.0,11.9,03:00:00,05,29,2016
12827,Montrose Beach,13.9,0.0,0.14300000000000002,5.0,12.0,04:00:00,05,29,2016
12828,Ohio Street Beach,16.6,1.95,0.146,3.0,11.9,04:00:00,05,29,2016
12829,Montrose Beach,13.9,0.0,0.153,3.0,12.0,05:00:00,05,29,2016
12830,Ohio Street Beach,16.4,1.59,0.153,3.0,11.9,05:00:00,05,29,2016
12831,Montrose Beach,13.5,0.0,0.134,6.0,12.0,07:00:00,05,29,2016
12832,Ohio Street Beach,16.9,1.36,0.16399999999999998,3.0,11.9,07:00:00,05,29,2016
12833,Montrose Beach,13.3,0.0,0.151,4.0,11.9,08:00:00,05,29,2016
12834,Ohio Street Beach,15.7,1.81,0.128,3.0,11.9,08:00:00,05,29,2016
12835,Montrose Beach,13.2,0.0,0.11800000000000001,4.0,11.9,09:00:00,05,29,2016
12836,Ohio Street Beach,15.0,1.69,0.146,3.0,11.9,09:00:00,05,29,2016
12837,Montrose Beach,13.1,0.0,0.10099999999999999,3.0,11.9,10:00:00,05,29,2016
12838,Ohio Street Beach,14.5,1.3,0.106,3.0,11.9,10:00:00,05,29,2016
12839,Montrose Beach,13.1,0.0,0.09699999999999999,9.0,11.9,11:00:00,05,29,2016
12840,Ohio Street Beach,14.9,1.97,0.191,2.0,11.9,11:00:00,05,29,2016
12841,Montrose Beach,13.2,0.0,0.09300000000000001,7.0,11.9,12:00:00,05,30,2016
12842,Ohio Street Beach,14.5,1.33,0.083,3.0,11.9,12:00:00,05,30,2016
12843,Montrose Beach,13.2,0.0,0.09,6.0,11.9,01:00:00,05,30,2016
12844,Ohio Street Beach,14.6,1.04,0.087,7.0,11.9,01:00:00,05,30,2016
12845,Montrose Beach,13.0,0.0,0.107,3.0,11.9,02:00:00,05,30,2016
12846,Ohio Street Beach,15.2,1.18,0.076,4.0,11.9,02:00:00,05,30,2016
12847,Montrose Beach,16.1,3.18,0.263,4.0,10.5,06:00:00,06,13,2015
12848,Osterman Beach,15.9,3.95,0.237,7.0,10.5,06:00:00,06,13,2015
12849,Ohio Street Beach,16.7,2.32,0.147,3.0,12.1,05:00:00,06,13,2015
12850,Rainbow Beach,16.8,2.2,0.188,4.0,12.3,05:00:00,06,13,2015
12851,Calumet Beach,19.2,1.09,0.14,4.0,10.7,07:00:00,06,13,2015
12852,Montrose Beach,16.3,3.02,0.23199999999999998,3.0,10.5,07:00:00,06,13,2015
12853,Osterman Beach,15.8,3.54,0.205,4.0,10.5,07:00:00,06,13,2015
12854,Ohio Street Beach,16.7,2.53,0.151,4.0,12.1,06:00:00,06,13,2015
12855,Rainbow Beach,16.5,1.87,0.233,3.0,12.3,06:00:00,06,13,2015
12856,63rd Street Beach,16.8,2.22,0.18899999999999997,4.0,10.5,06:00:00,06,13,2015
12857,Calumet Beach,19.1,1.08,0.11900000000000001,3.0,10.7,08:00:00,06,13,2015
12858,63rd Street Beach,16.8,1.74,0.17,3.0,10.5,08:00:00,06,13,2015
12859,Montrose Beach,16.4,2.98,0.222,3.0,10.5,08:00:00,06,13,2015
12860,Osterman Beach,15.7,3.48,0.19399999999999998,3.0,10.5,08:00:00,06,13,2015
12861,Ohio Street Beach,16.7,2.15,0.153,4.0,12.1,07:00:00,06,13,2015
12862,Rainbow Beach,16.7,2.04,0.19699999999999998,4.0,12.3,07:00:00,06,13,2015
12863,Calumet Beach,18.7,1.55,0.11599999999999999,4.0,10.7,09:00:00,06,13,2015
12864,63rd Street Beach,17.0,1.72,0.15,4.0,10.5,09:00:00,06,13,2015
12865,Montrose Beach,16.4,2.8,0.192,4.0,10.5,09:00:00,06,13,2015
12866,Osterman Beach,16.0,3.09,0.172,4.0,10.5,09:00:00,06,13,2015
12867,Ohio Street Beach,16.7,2.09,0.136,4.0,12.1,08:00:00,06,13,2015
12868,Rainbow Beach,16.8,2.89,0.20199999999999999,4.0,12.3,08:00:00,06,13,2015
12869,Calumet Beach,17.9,1.29,0.11199999999999999,3.0,10.7,10:00:00,06,13,2015
12870,63rd Street Beach,17.1,1.83,0.14300000000000002,5.0,10.5,10:00:00,06,13,2015
12871,Montrose Beach,16.4,2.53,0.174,3.0,10.5,10:00:00,06,13,2015
12872,Osterman Beach,16.0,2.91,0.16,3.0,10.5,10:00:00,06,13,2015
12873,Ohio Street Beach,17.1,2.22,0.127,4.0,12.1,09:00:00,06,13,2015
12874,Rainbow Beach,16.7,1.77,0.19,4.0,12.3,09:00:00,06,13,2015
12875,Calumet Beach,17.4,1.25,0.105,4.0,10.7,11:00:00,06,13,2015
12876,63rd Street Beach,16.8,1.81,0.135,3.0,10.5,11:00:00,06,13,2015
12877,Montrose Beach,16.3,2.63,0.174,3.0,10.5,11:00:00,06,13,2015
12878,Osterman Beach,15.9,2.97,0.17,3.0,10.5,11:00:00,06,13,2015
12879,Ohio Street Beach,16.8,1.91,0.128,3.0,12.1,10:00:00,06,13,2015
12880,Rainbow Beach,16.6,2.08,0.166,4.0,12.3,10:00:00,06,13,2015
12881,Calumet Beach,16.6,1.06,0.087,3.0,10.7,01:00:00,06,15,2015
12882,Montrose Beach,12.8,0.0,0.078,4.0,11.9,04:00:00,05,30,2016
12883,Ohio Street Beach,14.6,1.03,0.073,4.0,11.9,04:00:00,05,30,2016
12884,Calumet Beach,25.5,1.14,0.273,2.0,10.9,06:00:00,07,19,2016
12885,Ohio Street Beach,16.9,1.72,0.127,4.0,12.1,11:00:00,06,13,2015
12886,Rainbow Beach,16.5,2.04,0.165,4.0,12.3,11:00:00,06,13,2015
12887,Ohio Street Beach,16.8,1.71,0.11900000000000001,3.0,12.1,12:00:00,06,14,2015
12888,Rainbow Beach,16.5,1.85,0.155,3.0,12.3,12:00:00,06,14,2015
12889,Calumet Beach,17.4,1.23,0.096,3.0,10.7,12:00:00,06,14,2015
12890,63rd Street Beach,16.7,1.73,0.129,3.0,10.5,12:00:00,06,14,2015
12891,Montrose Beach,16.3,2.52,0.159,4.0,10.5,12:00:00,06,14,2015
12892,Osterman Beach,15.9,2.75,0.156,7.0,10.5,12:00:00,06,14,2015
12893,Calumet Beach,17.6,1.1,0.099,3.0,10.7,02:00:00,06,14,2015
12894,63rd Street Beach,16.9,1.77,0.11199999999999999,3.0,10.5,02:00:00,06,14,2015
12895,Montrose Beach,16.6,2.01,0.147,3.0,10.5,02:00:00,06,14,2015
12896,Osterman Beach,15.7,2.35,0.13699999999999998,3.0,10.5,02:00:00,06,14,2015
12897,Ohio Street Beach,16.8,1.46,0.10099999999999999,7.0,12.1,01:00:00,06,14,2015
12898,Rainbow Beach,16.4,1.92,0.139,3.0,12.3,01:00:00,06,14,2015
12899,Calumet Beach,17.3,1.51,0.078,3.0,10.7,03:00:00,06,14,2015
12900,63rd Street Beach,16.9,1.65,0.11800000000000001,3.0,10.5,03:00:00,06,14,2015
12901,Montrose Beach,16.0,1.96,0.128,3.0,10.5,03:00:00,06,14,2015
12902,Osterman Beach,15.6,2.45,0.131,3.0,10.5,03:00:00,06,14,2015
12903,Ohio Street Beach,17.1,1.45,0.098,4.0,12.1,02:00:00,06,14,2015
12904,Rainbow Beach,16.6,1.43,0.13,4.0,12.2,02:00:00,06,14,2015
12905,Calumet Beach,16.1,1.23,0.096,3.0,10.7,04:00:00,06,14,2015
12906,63rd Street Beach,16.9,1.6,0.11699999999999999,3.0,10.5,04:00:00,06,14,2015
12907,Montrose Beach,16.2,2.11,0.129,3.0,10.5,04:00:00,06,14,2015
12908,Osterman Beach,15.8,3.03,0.11599999999999999,3.0,10.5,04:00:00,06,14,2015
12909,Ohio Street Beach,17.2,1.87,0.1,4.0,12.1,03:00:00,06,14,2015
12910,Rainbow Beach,16.5,1.12,0.133,3.0,12.2,03:00:00,06,14,2015
12911,Calumet Beach,17.3,1.0,0.081,4.0,10.7,05:00:00,06,14,2015
12912,63rd Street Beach,17.0,2.15,0.11699999999999999,4.0,10.5,05:00:00,06,14,2015
12913,Montrose Beach,16.2,3.12,0.132,3.0,10.5,05:00:00,06,14,2015
12914,Osterman Beach,15.8,2.86,0.121,3.0,10.5,05:00:00,06,14,2015
12915,Ohio Street Beach,17.0,6.11,0.08900000000000001,3.0,12.1,04:00:00,06,14,2015
12916,Rainbow Beach,16.5,1.03,0.14400000000000002,3.0,12.2,04:00:00,06,14,2015
12917,Montrose Beach,15.6,2.16,0.11599999999999999,4.0,10.5,06:00:00,06,14,2015
12918,Osterman Beach,15.4,1.84,0.10800000000000001,4.0,10.5,06:00:00,06,14,2015
12919,Ohio Street Beach,16.6,2.0,0.10099999999999999,3.0,12.1,05:00:00,06,14,2015
12920,Rainbow Beach,16.6,1.08,0.129,4.0,12.2,05:00:00,06,14,2015
12921,Calumet Beach,16.4,1.18,0.077,4.0,10.7,07:00:00,06,14,2015
12922,63rd Street Beach,16.8,2.11,0.08900000000000001,4.0,10.5,07:00:00,06,14,2015
12923,Montrose Beach,15.8,2.35,0.107,4.0,10.5,07:00:00,06,14,2015
12924,Osterman Beach,15.4,1.75,0.106,4.0,10.5,07:00:00,06,14,2015
12925,Ohio Street Beach,16.4,1.85,0.09,4.0,12.1,06:00:00,06,14,2015
12926,Rainbow Beach,16.6,1.33,0.11599999999999999,3.0,12.2,06:00:00,06,14,2015
12927,Calumet Beach,16.2,1.13,0.079,2.0,10.7,08:00:00,06,14,2015
12928,63rd Street Beach,16.6,2.16,0.09300000000000001,4.0,10.5,08:00:00,06,14,2015
12929,Montrose Beach,15.7,1.93,0.10400000000000001,4.0,10.5,08:00:00,06,14,2015
12930,Osterman Beach,15.5,1.79,0.10300000000000001,4.0,10.5,08:00:00,06,14,2015
12931,Ohio Street Beach,16.5,2.04,0.096,4.0,12.0,07:00:00,06,14,2015
12932,Rainbow Beach,16.6,1.2,0.105,3.0,12.2,07:00:00,06,14,2015
12933,Calumet Beach,16.2,1.08,0.073,5.0,10.7,09:00:00,06,14,2015
12934,63rd Street Beach,16.5,3.09,0.081,4.0,10.5,09:00:00,06,14,2015
12935,Montrose Beach,15.5,1.58,0.1,4.0,10.5,09:00:00,06,14,2015
12936,Osterman Beach,15.4,1.57,0.092,4.0,10.5,09:00:00,06,14,2015
12937,Ohio Street Beach,16.5,2.83,0.08800000000000001,4.0,12.0,08:00:00,06,14,2015
12938,Rainbow Beach,16.6,1.47,0.098,4.0,12.2,08:00:00,06,14,2015
12939,Calumet Beach,16.5,1.07,0.07400000000000001,4.0,10.7,10:00:00,06,14,2015
12940,63rd Street Beach,16.3,1.76,0.079,4.0,10.5,10:00:00,06,14,2015
12941,Montrose Beach,16.1,1.61,0.11900000000000001,3.0,10.5,10:00:00,06,14,2015
12942,Osterman Beach,15.5,1.49,0.08900000000000001,4.0,10.5,10:00:00,06,14,2015
12943,Ohio Street Beach,16.6,1.38,0.105,4.0,12.0,09:00:00,06,14,2015
12944,Rainbow Beach,16.6,1.3,0.091,4.0,12.2,09:00:00,06,14,2015
12945,Calumet Beach,16.5,1.27,0.086,3.0,10.7,11:00:00,06,14,2015
12946,63rd Street Beach,16.5,1.66,0.081,3.0,10.5,11:00:00,06,14,2015
12947,Montrose Beach,15.7,1.31,0.09300000000000001,4.0,10.5,11:00:00,06,14,2015
12948,Osterman Beach,15.7,1.41,0.095,4.0,10.5,11:00:00,06,14,2015
12949,Ohio Street Beach,16.5,1.35,0.096,3.0,12.0,10:00:00,06,14,2015
12950,Rainbow Beach,16.6,1.21,0.08800000000000001,3.0,12.2,10:00:00,06,14,2015
12951,Calumet Beach,16.7,1.24,0.077,3.0,10.7,12:00:00,06,14,2015
12952,63rd Street Beach,16.7,1.58,0.08,5.0,10.5,12:00:00,06,14,2015
12953,Montrose Beach,15.7,1.08,0.1,3.0,10.5,12:00:00,06,14,2015
12954,Osterman Beach,16.0,1.63,0.09699999999999999,3.0,10.5,12:00:00,06,14,2015
12955,Ohio Street Beach,16.7,1.44,0.10300000000000001,2.0,12.0,11:00:00,06,14,2015
12956,Rainbow Beach,16.6,1.18,0.091,4.0,12.2,11:00:00,06,14,2015
12957,Calumet Beach,16.8,1.31,0.11599999999999999,4.0,10.7,01:00:00,06,14,2015
12958,63rd Street Beach,16.8,1.4,0.122,4.0,10.5,01:00:00,06,14,2015
12959,Montrose Beach,15.7,0.85,0.109,4.0,10.5,01:00:00,06,14,2015
12960,Osterman Beach,16.3,1.36,0.121,4.0,10.5,01:00:00,06,14,2015
12961,Ohio Street Beach,17.0,2.44,0.11,3.0,12.0,12:00:00,06,14,2015
12962,Rainbow Beach,16.5,1.18,0.095,7.0,12.2,12:00:00,06,14,2015
12963,Calumet Beach,16.8,1.12,0.071,3.0,10.7,02:00:00,06,15,2015
12964,63rd Street Beach,16.8,1.06,0.064,4.0,10.4,02:00:00,06,15,2015
12965,Montrose Beach,16.6,1.03,0.07400000000000001,4.0,10.4,02:00:00,06,15,2015
12966,Osterman Beach,16.3,1.58,0.07,4.0,10.4,02:00:00,06,15,2015
12967,Ohio Street Beach,18.9,1.07,0.067,3.0,11.9,01:00:00,06,15,2015
12968,Rainbow Beach,16.1,0.9,0.079,4.0,12.0,01:00:00,06,15,2015
